REGON;;NSK;s_osoba_us;s_typ;s_nrj;s_ad1;s_ad2;s_pkd;s_lps;s_waga;s_a4;s_a5a;s_a5b;s_a5d;s_a5e;s_a5f;s_a5g;s_a5h;s_a6;s_a7a;s_a7b;s_a7c;w_a4_1;w_request;w_a5a;w_a5b;w_a5d;w_a5e;w_a5f;w_a5g;w_a5h;w_a6;w_a7a;w_a7b;w_a7c
32120538600000;;MOJSIUK SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ;Magdalena Mac                                     ;ZT;19478  ;ul. KoszaliÒska 89                                            ;Stare Bielice                ;6209 ;94;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.mojsiuk.pl;2.0;;;;;;;;;;;
27747062700000;;"""DANMAZ"" ZAK£AD DZIEWIARSKI AGNIESZKA MAZUR-BOROWSKA                    ";Magdalena Adamczyk                                ;ZT;15347  ;ul. JÛzefa Lompy 2                                            ;ChorzÛw                      ;1439 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.powiernik.com.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
32157372400000;;ECO RECYCLING Rados≥aw WrÛbel w spadku                                  ;Magdalena Mac                                     ;ZT;19528  ;ul. Gorzowska 8                                               ;DÍbno                        ;3811 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.segregujesz.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
34160518200000;;SP”£DZIELNIA AGROLOK W GOLUBIU-DOBRZYNIU                                ;Mirela ZieliÒska                                  ;ZT;2016   ;ul. Pod Arkadami 5-7                                          ;Golub-DobrzyÒ                ;4611 ;387;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.agrolok.com.pl;1.0;1;1;2;1;2;1;2;2;1;1;1
30255872500000;;RENETA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ;Jolanta Czokaj≥o                                  ;ZT;4228   ;ul. Cmentarna 19A                                             ;WieruszÛw                    ;4711 ;42;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.intermarche.pl;1.0;1;2;2;1;2;1;2;2;1;1;1
27066436300000;;"EDWARD OåLIZ£O ""JURANEK"" PrzetwÛrstwo Warzywno-Owocowe                  ";Magdalena Mac                                     ;ZT;14913  ;ul. Go≥Íbia 20B                                               ;Wodzis≥aw ålπski             ;1039 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kancelariapieczka.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
33003522400000;;KANCELARIA DORADZTWA PODATKOWEGO I AUDYTU DEBET SP”£KA Z OGRANICZON• ODP;Magdalena Mac                                     ;ZT;19537  ;ul. Artura Grottgera 6                                        ;Koszalin                     ;6920 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.debet.koszalin.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
27114311700000;;MANULI HYDRAULICS POLSKA SP”£KA AKCYJNA                                 ;Magdalena Mac                                     ;ZT;14947  ;ul. BrzeziÒska 50                                             ;Mys≥owice                    ;2594 ;653;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.manulihydraulics.com.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
30272779000000;;FURNMASTER SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ;Katarzyna Kalinowska                              ;ZT;3536   ;ul. Zachodnia 15                                              ;åwiebodzin                   ;3101 ;271;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.furnmaster.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
27769458000000;;"P.P.H."" OSKAR "" JACEK OCZKOWICZ                                         ";Magdalena Adamczyk                                ;ZT;15383  ;ul. Jana Kasprowicza 1                                        ;Gliwice                      ;1071 ;23;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.piekarniaoskar.pl;1.0;1;1;2;2;2;1;2;2;1;2;2
27144044700000;;"JAROSZ MARIANNA FIRMA ""SMALCO""                                          ";Magdalena Mac                                     ;ZT;14980  ;ul. Stawowa 14                                                ;Gocza≥kowice-ZdrÛj           ;1011 ;79;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.smalco.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
36053112900000;;HR XPERIENCE POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•             ;Magdalena Mac                                     ;ZT;19657  ;al. Wojska Polskiego 81                                       ;Szczecin                     ;7830 ;21;0;2;0;0;0;0;0;0;0;2;1;1;2;https://www.hr-xp.com;1.0;1;2;2;2;2;1;2;2;1;2;1
32086030900000;;Iwona JarzÍbiÒska LOG Road                                              ;Magdalena Mac                                     ;ZT;19437  ;ul. Wojska Polskiego 12 m 3                                   ;Po≥czyn-ZdrÛj                ;4941 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.logroad.eu;1.0;2;2;2;2;2;2;2;2;2;2;2
28139946400000;;"""DAWO"" ANNA WOLSKA                                                      ";Aneta Witkowska                                   ;ZT;16755  ;ul. JagielloÒska 26c                                          ;Nowe Miasto Lubawskie        ;8292 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.e-dawo.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
27811380000000;;"TOWARZYSTWO GOSPODARCZE ""FLINT"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• ";Magdalena Adamczyk                                ;ZT;15447  ;ul. Deszczowa 15                                              ;Katowice                     ;4671 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.flint.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
31111993800000;;ARMASAN SZYMON MICHALSKI SP”£KA KOMANDYTOWA                             ;Justyna Hornung                                   ;ZT;18142  ;ul. Pu≥askiego 5A                                             ;Strza≥kowo                   ;4673 ;28;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.bpp24.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
32128135800000;;AUTO EXPERT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Magdalena Mac                                     ;ZT;19494  ;ul. Brzozowa 26                                               ;Koszalin                     ;4520 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.janas.info.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
32131576100000;;"Mariusz Olejarnik Piekarnia Cukiernia "" £ASUCH""                         ";Magdalena Mac                                     ;ZT;19498  ;ul. Pomorska 101A m 4                                         ;SuchaÒ                       ;1071Z;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.xtra.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
32005334200000;;"""ZAK£AD WYKONAWSTWA CIEP£OWNICZEGO"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOå";Magdalena Mac                                     ;ZT;19349  ;ul. Leona Heyki 27,27A                                        ;Szczecin                     ;4322 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.trames.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
32066196900000;;TRADYCYJNE SMAKI JAKUBOWSCY  SP.C.                                      ;Magdalena Mac                                     ;ZT;19419  ;UL. AUGUSTA CIESZKOWSKIEGO 27                                 ;S£AWNO                       ;4711 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.piekarnia-jakubowscy.pl;1.0;2;2;2;2;2;1;2;2;2;2;2
29055103400000;;LHOIST BUKOWA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCIA                   ;Paulina Ciesielska                                ;ZT;16230  ;ul. Osiedlowa 10                                              ;Krasocin                     ;2352 ;154;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.lhoist.com;1.0;2;2;2;1;2;2;2;2;2;2;2
35054189700000;;"PIOTR BARAN ""PROINS-PB""                                                 ";RÛøa Ka≥doÒska                                    ;ZT;5730   ;ul. Wapienna 2                                                ;KrakÛw                       ;4120 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.proins.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
35055184900000;;GREEK TRADE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;RÛøa Ka≥doÒska                                    ;ZT;5732   ;ul. Tadeusza åliwiaka 14                                      ;KrakÛw                       ;4631 ;240;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.grrektrade.com.pl;21.0;;;;;;;;;;;
32099115800000;;"PRZ. BUDOWLANO-TRANS. ""ARBET"" SP. O.O.                                  ";Magdalena Mac                                     ;ZT;19454  ;ul. Nasienna 4                                                ;Stargard                     ;4211 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.pbt-arbet.pl;1.0;1;2;2;1;2;1;2;2;1;2;2
32101326700000;;PROSPERITY BARBARA GROENWALD                                            ;Justyna Hornung                                   ;ZT;18158  ;ul. S≥oneczna 25                                              ;Dopiewo                      ;5610 ;188;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
28016006300000;;"""ISABELLA PL"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ";Aneta Witkowska                                   ;ZT;16671  ;ul. Unii Europejskiej 8                                       ;Lubawa                       ;1392 ;153;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.isabella.net;1.0;2;1;2;2;2;2;2;2;2;2;2
34032889800000;;WAL - MAR Waldemar Sznajdrowski                                         ;Mirela ZieliÒska                                  ;ZT;1860   ;ul. Akacjowa 3                                                ;Pruszcz                      ;4722 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.niewiescin.pl;1.0;1;1;2;1;2;1;2;2;1;2;2
32143364400000;;ZOO CENTRUM SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Magdalena Mac                                     ;ZT;19515  ;ul. TulipanÛw 2                                               ;Ko≥obrzeg                    ;1392 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gdbiuro.pl;2.0;;;;;;;;;;;
36129767000000;;ANDRZEJ SENDOR AS-BUD                                                   ;Beata LeczyÒska                                   ;ZT;6091   ;Wola Batorska 675                                             ;ZabierzÛw BocheÒski          ;4331 ;15;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biurorachunkowe.ckf.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
29076635500000;;BIURO PODR”ØY EUROTRANS PKS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•     ;Paulina Ciesielska                                ;ZT;16261  ;ul. Øabia 40                                                  ;Ostrowiec åwiÍtokrzyski      ;7912Z;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eurotrans-pks.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
35657560900000;;QUINTESSENS POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•              ;Paulina Ciesielska                                ;ZT;10663  ;ul. Okrzei 21                                                 ;Kietrz                       ;1629 ;67;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.kiwbiurorachunkowe.pl;21.0;;;;;;;;;;;
36583926300000;;SILVERBACK POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•               ;Katarzyna Kalinowska                              ;ZT;2844   ;ul. Fryderyka Chopina 18 m 20                                 ;Lublin                       ;7820Z;15;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.silverbackpolska.pl;21.0;;;;;;;;;;;
29101653800000;;"""ECHO INVESTMENT ACC-GRUPA ECHO SP.Z O.O."" SP.K.                        ";Paulina Ciesielska                                ;ZT;16293  ;al. Solidarnoúci 36                                           ;Kielce                       ;6920 ;46;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.echo.com.pl;1.0;1;2;2;1;2;1;2;2;1;1;1
36626697000000;;MABUCHI MOTOR POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ;Jaros≥aw £ubiÒski                                 ;ZT;6216   ;ul. Adolfa Mitery 14                                          ;Bochnia                      ;2711 ;524;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.mabuchi-motor.com;1.0;2;2;2;2;2;2;2;2;2;2;2
28147119600000;;SIMPLY POLAND GROUP SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•             ;Joanna Dobrakowska                                ;ZT;9083   ;Aleje Jerozolimskie 212A                                      ;Warszawa                     ;8010 ;1377;0;2;0;0;0;0;0;0;0;1;2;2;2;https://www.solidsecurity.pl;1.0;1;2;2;1;2;1;2;2;1;2;2
36188135700000;;SPORTOWA CENTRUM SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                ;Nina RumiÒska                                     ;ZT;13490  ;ul. Sportowa 8                                                ;Gdynia                       ;6820 ;41;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.sportowa-centrum.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
30286261800000;;GROUPON SHARED SERVICES POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•  ;Joanna Dobrakowska                                ;ZT;9100   ;Aleje Jerozolimskie 123 A                                     ;Warszawa                     ;6399 ;390;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.groupon.com;1.0;2;1;2;1;1;2;2;2;1;1;1
36199309100000;;QW SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                              ;Justyna Hornung                                   ;ZT;18223  ;ul. TrÛjpole 3                                                ;PoznaÒ                       ;3240Z;23;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.noblesse.com.pl;1.0;1;2;2;2;2;1;2;2;1;1;1
31018561400000;;EUROINTEGRUM Arleta Jaúniewicz                                          ;Justyna Hornung                                   ;ZT;18105  ;ul. Gen. Edmunda Taczanowskiego 28a                           ;Konin                        ;5610A;11;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.brlachowicz.pl;2.0;;;;;;;;;;;
35039143000000;;AGRO-BUD SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ;RÛøa Ka≥doÒska                                    ;ZT;5711   ;ul. Kazimierza Wielkiego 152                                  ;Myúlenice                    ;4730 ;29;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.brczarnota.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
30180251900000;;CXM TECH SERVICES POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•        ;Justyna Hornung                                   ;ZT;17903  ;ul. Przemys≥owa 64                                            ;PoznaÒ                       ;9511 ;41;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.lantek.com/pl;1.0;1;1;2;1;2;1;2;2;1;1;1
30196943200000;;IDOC POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Justyna Hornung                                   ;ZT;17918  ;ul. Polna 13A m 19                                            ;PoznaÒ                       ;1813Z;10;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.q-partners.net;21.0;;;;;;;;;;;
36245746600000;;CERAMIKA TUB•DZIN III SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOM;Jolanta Czokaj≥o                                  ;ZT;4274   ;ul. Dworska 28                                                ;Sieradz                      ;2331 ;259;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.tubadzin.pl;1.0;1;2;2;1;1;1;2;2;2;2;1
36720690600000;;ENERGOCHEM PROJEKT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•              ;Jolanta Czokaj≥o                                  ;ZT;4344   ;ul. Papiernicza 7E                                            ;£Ûdü                         ;7112 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.energochem.pl;21.0;;;;;;;;;;;
27190122700000;;ANTRA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                           ;Magdalena Mac                                     ;ZT;15020  ;ul. Juliana Tuwima 8 m 1 I 2                                  ;Ruda ålπska                  ;4690 ;29;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.antra.biz.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
36725259100000;;"""SCHLEGEL"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ";Joanna Dobrakowska                                ;ZT;9471   ;ul. Tarnobrzeska 8                                            ;Radom                        ;2511 ;46;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.sewegroup.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
33057314000000;;"PRZEDSI BIORSTWO WIELOBRANØOWE ""ANTA"" ANNA KARPI—SKA                    ";Magdalena Mac                                     ;ZT;19599  ;ul. Karkonoska 15                                             ;Drawsko Pomorskie            ;1610 ;13;0;2;0;0;0;0;0;0;0;1;1;2;2;https://www.anta-drawsko.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
36727772800000;;MIELE TECHNIKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                  ;Jolanta Czokaj≥o                                  ;ZT;4345   ;ul. Miele 4-6                                                 ;KsawerÛw                     ;2751 ;359;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.miele.com;1.0;2;2;2;2;2;2;2;2;2;2;2
36737503000000;;ALLTRANS KACPER PUPIN                                                   ;Marcelina Jeøak                                   ;ZT;789    ;ul. Magnoliowa 15                                             ;Wroc≥aw                      ;4312Z;10;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.bilans.wroc.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
34156394000000;;Micha≥ Szpila                                                           ;Mirela ZieliÒska                                  ;ZT;2010   ;ul. Uznamska 10                                               ;Bydgoszcz                    ;5610A;145;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
34042692200000;;WYDAWNICTWO NOTES KRZEMIONKA SEBASTIAN                                  ;Mirela ZieliÒska                                  ;ZT;1877   ;ul. KrÛlewska 8                                               ;Kijewo KrÛlewskie            ;5811 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.wydawnictwonotes.pl;2.0;;;;;;;;;;;
35028186400000;;MACIEJ KRAKOWIAK FIRMA MK - NIERUCHOMOåCI                               ;RÛøa Ka≥doÒska                                    ;ZT;5702   ;ul. Rajska 10C                                                ;KrakÛw                       ;6832 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.mknieruchomosci.pl;1.0;1;1;2;2;2;1;2;2;2;2;2
36032862900000;;3M SERVICE CENTER EMEA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•          ;Marcelina Jeøak                                   ;ZT;657    ;ul. PowstaÒcÛw ålπskich 9                                     ;Wroc≥aw                      ;6920 ;1580;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.mmm.com;4.0;;;;;;;;;;;
35668650400000;;SECURING SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA JAWNA           ;Beata LeczyÒska                                   ;ZT;5959   ;ul. Kalwaryjska 65 m 6                                        ;KrakÛw                       ;1820 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.securinmg.pl;21.0;;;;;;;;;;;
30242376400000;;M.J.S. LACHOWICZ - SP”£KA JAWNA                                         ;Justyna Hornung                                   ;ZT;18010  ;ul. Adama Mickiewicza 4/6/8                                   ;Konin                        ;4711 ;13;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.grodzkaikrol.pl;1.0;1;2;2;2;1;2;2;2;2;2;2
36062737800000;;LIBRO-S PAWE£ LIBERACKI                                                 ;Aneta Witkowska                                   ;ZT;16799  ;ul. Grunwaldzka 22c                                           ;Lubawa                       ;4759 ;123;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.libro.lubawa.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
35722164100000;;ALFA LAVAL KRAK”W SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•               ;Beata LeczyÒska                                   ;ZT;6045   ;ul. Zawi≥a 56                                                 ;KrakÛw                       ;2829 ;391;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.alfalaval.com;2.0;;;;;;;;;;;
34011397900000;;"ZAK£AD HANDLU I US£UG ""JURAND"" S.C.                                     ";Mirela ZieliÒska                                  ;ZT;1819   ;UL. TADEUSZA REJTANA 9                                        ;BYDGOSZCZ                    ;4322 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.jurand.bydgoszcz.pl;21.0;;;;;;;;;;;
35052151200000;;"STANIS£AW SIE—KO ""LUSKAR"" TRANSPORT I HANDEL                            ";RÛøa Ka≥doÒska                                    ;ZT;5723   ;ul. p≥k. Stanis≥awa Dπbka 4                                   ;KrakÛw                       ;4941 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.luskar.pl;2.0;;;;;;;;;;;
30073778300000;;"""PF LOGO EXPRESS"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•               ";Justyna Hornung                                   ;ZT;17720  ;ul. Øernicka 22                                               ;Gπdki                        ;1812 ;842;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.pfconcept.com;2.0;;;;;;;;;;;
30165301900000;;ZALMET SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ;Justyna Hornung                                   ;ZT;17874  ;Zalesie 1B                                                    ;Jaraczewo                    ;2599 ;101;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.zalmet.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
27326725000000;;PIEKARNIA - CUKIERNIA ANDRZEJ KIJONKA                                   ;Magdalena Adamczyk                                ;ZT;15159  ;ul. Piaskowa 10                                               ;Kornowac                     ;1071 ;30;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.jurczyga.com;1.0;1;2;2;2;2;2;2;2;2;2;2
30105083500000;;A-PRO DESIGN Angelika Ksiπøkiewicz                                      ;Justyna Hornung                                   ;ZT;17775  ;ul. Cisowa 1                                                  ;Dopiewo                      ;7311 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.correctbiuro.pl;21.0;;;;;;;;;;;
36302522000000;;ABC NA KO£ACH SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Justyna Hornung                                   ;ZT;18252  ;ul. Wiúniowa 11                                               ;Komorniki                    ;5621 ;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eurocash.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
30133904000000;;SAMSUNG ELECTRONICS POLAND MANUFACTURING SP. O.O.                       ;Justyna Hornung                                   ;ZT;17814  ;ul. Mickiewicza 52                                            ;Wronki                       ;2751 ;2366;0;2;0;0;0;0;0;0;0;1;1;2;1;https://www.samsung.com;2.0;;;;;;;;;;;
30143547500000;;ANNA TURGU£A EKO-TOM RECYCLING                                          ;Justyna Hornung                                   ;ZT;17831  ;ul. Poligonowa 1                                              ;OwiÒska                      ;8299 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.aol.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
36312942200000;;JUMIKO JUSTYNA MIKO£AJCZAK                                              ;Magdalena Adamczyk                                ;ZT;15586  ;ul. Gliwicka 31                                               ;Rybnik                       ;4730 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.monarcha.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
29113520800000;;SOLEX SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                           ;Paulina Ciesielska                                ;ZT;16307  ;ul. Henryka Sienkiewicza 66                                   ;Kielce                       ;9512 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.solex.com;1.0;2;2;2;2;2;2;2;2;2;2;2
35134201300000;;FIRMA PRODUKCYJNO-HANDLOWO-US£UGOWA ZBIDEX MI TKA ZBIGNIEW              ;RÛøa Ka≥doÒska                                    ;ZT;5859   ;ul. Centralna 538                                             ;Su≥kowice                    ;3101 ;15;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.brczarnota.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
30152678100000;;PPHU EUROZYGA Wies≥aw Zygmanowski                                       ;Justyna Hornung                                   ;ZT;17845  ;Czarna Wieú 46                                                ;Grodzisk Wielkopolski        ;3832 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biuromt.com.pl;1.0;1;1;2;2;2;1;2;2;2;2;2
36151628000000;;BART£OMIEJ LICHY DRAFTBUD                                               ;Beata LeczyÒska                                   ;ZT;6099   ;ul. Do Wilgi 22 m 29                                          ;KrakÛw                       ;4399 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ksiegowosc-krakow.com;2.0;;;;;;;;;;;
30220175600000;;CARL ZEISS SHARED SERVICES SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•      ;Justyna Hornung                                   ;ZT;17966  ;ul. abpa Antoniego Baraniaka 88E                              ;PoznaÒ                       ;6920 ;112;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.zeiss.com;1.0;2;2;2;2;2;2;2;2;1;1;1
29286844000000;;J”ZEF SZA£OWSKI PRZEDSI BIORSTWO WIELOBRANØOWE KARTON                   ;Paulina Ciesielska                                ;ZT;16384  ;ul. D≥uga 39                                                  ;Kielce                       ;1721 ;29;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.karton.com.pl;1.0;1;1;2;1;2;2;2;2;2;2;2
35657966500000;;"Jacek Grabiec Firma Handlowo - Us≥ugowa ""GRAB""                          ";Beata LeczyÒska                                   ;ZT;5945   ;ul. £uøycka 53 m 132                                          ;KrakÛw                       ;4612 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.legis.net.pl;1.0;1;1;2;2;2;1;2;2;2;2;2
36839421200000;;HENDRICK EUROPEAN POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•        ;Anna Kwaúnica                                     ;ZT;18386  ;ul. Armii PoznaÒ 10                                           ;LuboÒ                        ;4941 ;15;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.sigmapartner.pl;2.0;;;;;;;;;;;
30165592300000;;FLEX FILMS EUROPA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•               ;Justyna Hornung                                   ;ZT;17875  ;ul. Kaliska 30                                                ;Wrzeúnia                     ;2222 ;300;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.flexfilm.com;1.0;2;2;2;2;2;2;2;2;2;2;2
36164453900000;;"HENRYKA B£ASZCZAK ""MERCURIUS"" APTEKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNO";Justyna Hornung                                   ;ZT;18209  ;ul. Trzebawska 22                                             ;PoznaÒ                       ;4773 ;24;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.targetpharmacy.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
30262350000000;;ZAK£AD KRAWIECKI MAZEX S.C.SEBASTIAN ZIELI—SKI I NATALIA ZIELI—SKA      ;Justyna Hornung                                   ;ZT;18043  ;UL. KLASZTORNA 84                                             ;OSTR”W WIELKOPOLSKI          ;1413 ;29;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ulmex.com.pl;21.0;;;;;;;;;;;
30188965000000;;'INTER FASHION' SP. O.O. SP”£KA KOMANDYTOWA                             ;Justyna Hornung                                   ;ZT;17906  ;ul. Kopanina 54 m 56                                          ;PoznaÒ                       ;4771 ;167;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.giacomo.pl;1.0;1;1;2;1;1;2;2;2;1;2;1
30021717300000;;KSH SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                             ;Justyna Hornung                                   ;ZT;17603  ;ul. Rolna 7A                                                  ;årem                         ;2511 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ksh.pl;2.0;;;;;;;;;;;
